Year,Month,State,AvgTempF,PrecipitationIn,HumidityPct,WindSpeedMph
2015,February,Tennessee,30.2,1.44,48,12.7
2015,February,Texas,38.2,2.38,76,2.4
2015,February,Utah,29.1,0.54,73,3.7
2015,February,Vermont,15.5,2.93,63,12.5
2015,February,Virginia,31.4,0.97,41,11.0
2015,February,Washington,35.7,1.54,47,4.2
2015,February,West Virginia,32.6,1.52,63,2.0
2015,February,Wisconsin,29.6,2.56,46,5.5
2015,February,Wyoming,14.8,1.71,73,7.8
2015,March,Alabama,51.0,2.27,57,5.4
2015,March,Alaska,27.0,2.63,56,10.3
2015,March,Arizona,44.9,1.87,65,4.6
2015,March,Arkansas,41.6,1.81,42,14.1
2015,March,California,40.4,1.24,59,5.5
2015,March,Colorado,47.2,1.86,74,7.3
2015,March,Connecticut,42.4,1.79,43,14.8
2015,March,Delaware,45.8,0.76,65,14.6
2015,March,Florida,57.6,1.4,66,10.4
2015,March,Georgia,53.6,2.86,54,2.9
2015,March,Hawaii,48.0,2.0,71,4.0
2015,March,Idaho,42.4,2.47,77,4.1
2015,March,Illinois,49.5,0.67,40,3.5
2015,March,Indiana,49.3,2.34,50,13.7
2015,March,Iowa,44.6,1.17,79,7.8
2015,March,Kansas,44.5,1.26,62,12.8
2015,March,Kentucky,42.3,1.62,46,13.3
2015,March,Louisiana,52.0,2.36,64,14.5
2015,March,Maine,29.1,0.64,64,10.1
2015,March,Maryland,42.7,1.65,76,13.4
2015,March,Massachusetts,43.0,0.62,44,11.5
2015,March,Michigan,42.8,1.96,48,2.2
2015,March,Minnesota,30.4,2.67,63,13.2
2015,March,Mississippi,46.4,1.62,80,13.1
2015,March,Missouri,41.2,2.19,79,10.2
2015,March,Montana,31.7,0.83,45,15.0
2015,March,Nebraska,41.0,1.33,47,2.4
2015,March,Nevada,48.1,1.88,60,3.8
2015,March,New Hampshire,31.7,2.4,80,8.2
2015,March,New Jersey,48.4,1.24,40,6.1
2015,March,New Mexico,40.4,1.92,71,5.7
2015,March,New York,49.8,2.59,44,14.7
2015,March,North Carolina,49.1,1.42,50,12.1
2015,March,North Dakota,34.9,2.53,73,13.8
2015,March,Ohio,41.0,2.95,54,6.6
2015,March,Oklahoma,45.7,1.7,80,5.0
2015,March,Oregon,46.9,1.19,55,9.0
2015,March,Pennsylvania,44.4,2.98,42,11.1
2015,March,Rhode Island,45.1,2.58,63,7.6
2015,March,South Carolina,44.0,0.87,49,12.7
2015,March,South Dakota,45.5,1.22,53,7.3
2015,March,Tennessee,47.0,1.17,64,9.0
2015,March,Texas,57.6,0.58,51,13.2
2015,March,Utah,48.2,2.24,71,9.6
2015,March,Vermont,26.2,2.01,63,14.7
2015,March,Virginia,46.6,1.3,52,5.2
2015,March,Washington,46.6,1.3,41,4.7
2015,March,West Virginia,49.0,1.38,70,2.2
2015,March,Wisconsin,45.9,1.7,65,13.6
2015,March,Wyoming,25.2,2.01,77,6.3
2015,April,Alabama,63.0,3.1,57,8.1
2015,April,Alaska,40.5,2.66,43,9.7
2015,April,Arizona,58.3,4.34,46,11.5
2015,April,Arkansas,56.1,3.55,60,7.1
2015,April,California,53.3,5.12,47,12.2
2015,April,Colorado,55.6,4.14,42,3.3
2015,April,Connecticut,54.2,3.82,59,5.3
2015,April,Delaware,55.0,3.78,40,11.5
2015,April,Florida,66.6,3.08,44,10.9
2015,April,Georgia,61.5,3.64,65,8.9
2015,April,Hawaii,58.0,5.25,75,12.5
2015,April,Idaho,51.7,2.63,64,13.4
2015,April,Illinois,50.8,4.75,46,4.9
2015,April,Indiana,56.0,5.38,65,9.6
2015,April,Iowa,59.7,5.2,65,10.4
2015,April,Kansas,52.0,2.13,43,2.5
2015,April,Kentucky,58.5,5.07,42,5.1
2015,April,Louisiana,65.9,4.31,40,5.9
2015,April,Maine,39.8,5.95,73,7.2
2015,April,Maryland,50.1,2.95,67,10.7
2015,April,Massachusetts,52.0,5.14,54,6.4
2015,April,Michigan,59.8,4.02,48,4.4
2015,April,Minnesota,41.1,5.45,54,7.8
2015,April,Mississippi,59.6,3.85,69,4.5
2015,April,Missouri,59.5,3.41,73,10.8
2015,April,Montana,39.8,5.18,72,9.5
2015,April,Nebraska,59.4,2.3,77,14.9
2015,April,Nevada,52.1,5.1,67,12.3
2015,April,New Hampshire,36.8,5.69,78,5.7
2015,April,New Jersey,50.8,2.77,47,5.4
2015,April,New Mexico,55.4,5.95,49,13.9
2015,April,New York,58.5,5.96,61,2.1
2015,April,North Carolina,50.7,4.61,77,10.1
2015,April,North Dakota,43.0,2.06,77,8.3
2015,April,Ohio,55.5,2.62,49,12.5
2015,April,Oklahoma,53.8,4.6,72,11.2
2015,April,Oregon,55.1,3.44,52,13.0
2015,April,Pennsylvania,52.4,2.35,60,5.0
2015,April,Rhode Island,53.0,5.58,78,2.1
2015,April,South Carolina,52.5,2.13,64,10.4
2015,April,South Dakota,53.3,4.57,52,2.7
2015,April,Tennessee,52.2,2.2,46,11.1
2015,April,Texas,65.3,4.37,70,10.0
2015,April,Utah,58.6,4.31,77,12.5
2015,April,Vermont,41.0,4.43,64,10.9
2015,April,Virginia,58.9,2.15,54,12.4
2015,April,Washington,58.7,4.6,57,8.9
2015,April,West Virginia,57.2,2.74,64,10.2
2015,April,Wisconsin,51.5,3.4,40,9.9
2015,April,Wyoming,38.6,2.64,56,5.1
2015,May,Alabama,79.6,2.28,50,13.0
2015,May,Alaska,55.0,2.08,63,6.1
2015,May,Arizona,62.0,3.4,58,11.3
2015,May,Arkansas,68.0,5.17,77,2.1
2015,May,California,63.8,3.96,75,2.8
2015,May,Colorado,60.4,2.08,63,5.5
2015,May,Connecticut,68.3,3.59,56,9.7
2015,May,Delaware,67.9,4.34,78,3.2
2015,May,Florida,79.9,2.41,60,12.6
2015,May,Georgia,70.1,4.26,41,14.0
2015,May,Hawaii,67.1,4.55,80,2.9
2015,May,Idaho,60.1,3.3,55,2.9
2015,May,Illinois,68.1,3.81,58,4.7
2015,May,Indiana,65.8,4.03,54,7.8
2015,May,Iowa,62.7,4.22,42,12.0
2015,May,Kansas,60.0,2.66,66,12.8
2015,May,Kentucky,69.8,2.92,48,7.1
2015,May,Louisiana,76.4,5.74,55,2.1
2015,May,Maine,50.2,3.97,78,14.2
2015,May,Maryland,60.4,3.33,61,4.6
2015,May,Massachusetts,65.6,4.12,72,13.6
2015,May,Michigan,65.6,5.41,74,11.3
2015,May,Minnesota,49.3,2.77,44,5.1
2015,May,Mississippi,60.6,4.22,53,6.1
2015,May,Missouri,68.6,3.22,47,9.8
2015,May,Montana,48.2,2.3,64,9.0
2015,May,Nebraska,68.4,4.38,62,9.1
2015,May,Nevada,62.3,4.1,65,8.3
2015,May,New Hampshire,50.0,4.2,53,10.3
2015,May,New Jersey,67.8,2.65,71,11.2
2015,May,New Mexico,62.5,5.29,76,12.9
2015,May,New York,65.4,5.52,43,6.8
2015,May,North Carolina,65.6,2.5,63,11.3
2015,May,North Dakota,48.3,5.5,59,10.4
2015,May,Ohio,67.7,5.94,45,7.8
2015,May,Oklahoma,64.5,5.64,60,10.3
2015,May,Oregon,66.2,2.1,59,2.9
2015,May,Pennsylvania,67.5,2.68,51,9.3
2015,May,Rhode Island,64.8,4.49,73,14.7
2015,May,South Carolina,67.2,4.05,45,2.5
2015,May,South Dakota,62.3,3.37,40,13.8
2015,May,Tennessee,63.9,3.58,74,6.8
2015,May,Texas,72.3,4.82,49,6.2
2015,May,Utah,68.8,3.33,75,2.4
2015,May,Vermont,51.8,2.85,77,4.4
2015,May,Virginia,63.9,4.64,63,5.8
2015,May,Washington,63.2,2.02,72,14.2
2015,May,West Virginia,61.6,3.08,74,5.5
2015,May,Wisconsin,66.6,2.36,44,10.4
2015,May,Wyoming,52.6,4.46,71,5.1
2015,June,Alabama,85.7,3.68,40,13.9
2015,June,Alaska,61.6,3.87,69,14.3
2015,June,Arizona,79.6,3.03,46,2.7
2015,June,Arkansas,71.1,5.54,59,8.1
2015,June,California,77.3,2.81,63,12.9
2015,June,Colorado,77.1,2.57,65,5.9
2015,June,Connecticut,71.5,2.69,53,7.2
2015,June,Delaware,76.0,4.28,47,13.2
2015,June,Florida,81.3,2.72,69,9.6
2015,June,Georgia,81.9,3.82,78,11.6
2015,June,Hawaii,74.8,3.48,46,9.5
2015,June,Idaho,74.1,5.0,70,10.6
2015,June,Illinois,76.3,5.85,68,6.1
2015,June,Indiana,77.1,4.25,56,14.8
2015,June,Iowa,74.5,5.26,47,7.9
2015,June,Kansas,75.9,2.17,45,6.4
2015,June,Kentucky,73.1,5.23,57,14.9
2015,June,Louisiana,89.7,2.84,68,7.6
2015,June,Maine,58.6,5.09,70,7.9
2015,June,Maryland,71.2,3.46,44,11.5
2015,June,Massachusetts,76.4,3.92,43,10.8
2015,June,Michigan,71.0,4.47,75,8.1
2015,June,Minnesota,60.9,2.45,54,12.6
2015,June,Mississippi,77.6,5.57,74,14.1
2015,June,Missouri,76.4,3.43,60,2.4
2015,June,Montana,58.9,3.27,47,12.3
2015,June,Nebraska,78.6,5.92,48,8.1
2015,June,Nevada,74.6,2.78,40,11.3
2015,June,New Hampshire,59.1,5.12,65,13.1
2015,June,New Jersey,76.5,3.04,53,10.9
2015,June,New Mexico,70.7,5.25,52,5.6
2015,June,New York,70.9,3.29,62,6.0
2015,June,North Carolina,74.8,5.69,75,3.1
2015,June,North Dakota,58.1,3.59,56,6.7
2015,June,Ohio,71.4,2.09,69,5.4
2015,June,Oklahoma,79.1,2.35,55,6.2
2015,June,Oregon,79.7,5.06,52,2.8
2015,June,Pennsylvania,75.8,4.06,53,5.0
2015,June,Rhode Island,75.7,2.02,48,13.4
2015,June,South Carolina,77.3,5.82,56,11.8
2015,June,South Dakota,72.2,4.22,66,10.9
2015,June,Tennessee,77.1,2.38,44,6.4
2015,June,Texas,85.1,2.61,74,12.5
2015,June,Utah,73.5,2.51,42,14.1
2015,June,Vermont,62.8,5.1,74,13.4
2015,June,Virginia,73.2,4.85,73,4.0
2015,June,Washington,78.0,3.58,55,8.9
2015,June,West Virginia,77.6,3.91,59,10.4
2015,June,Wisconsin,76.6,4.8,50,7.7
2015,June,Wyoming,58.4,4.21,60,14.4
2015,July,Alabama,91.5,2.29,80,4.6
2015,July,Alaska,67.0,5.78,62,14.5
2015,July,Arizona,76.9,2.49,74,12.9
2015,July,Arkansas,83.4,2.36,41,12.4
2015,July,California,77.1,5.25,71,11.2
2015,July,Colorado,81.8,4.64,69,10.0
2015,July,Connecticut,84.7,2.85,69,6.4
2015,July,Delaware,79.3,5.33,62,7.3
2015,July,Florida,91.7,4.61,79,5.4
2015,July,Georgia,89.2,5.6,73,6.5
2015,July,Hawaii,75.3,4.54,68,2.3
2015,July,Idaho,76.4,4.67,54,14.3
2015,July,Illinois,77.7,3.27,41,12.9
2015,July,Indiana,78.6,4.76,75,14.0
2015,July,Iowa,80.1,2.81,62,6.7
2015,July,Kansas,80.7,3.46,59,5.8
2015,July,Kentucky,76.3,4.62,66,9.6
2015,July,Louisiana,89.7,5.68,65,5.5
2015,July,Maine,66.5,5.01,64,8.0
2015,July,Maryland,79.4,3.82,59,3.9
2015,July,Massachusetts,80.4,4.04,65,5.6
2015,July,Michigan,78.5,5.13,44,2.4
2015,July,Minnesota,66.6,2.53,75,14.1
2015,July,Mississippi,80.3,4.42,47,3.6
2015,July,Missouri,84.8,4.24,57,7.0
2015,July,Montana,62.6,4.35,70,11.5
2015,July,Nebraska,78.8,5.4,64,12.8
2015,July,Nevada,83.0,3.01,43,9.4
2015,July,New Hampshire,68.2,4.96,64,5.2
2015,July,New Jersey,75.2,2.68,75,11.5
2015,July,New Mexico,79.1,4.81,41,8.2
2015,July,New York,83.7,2.28,63,10.6
2015,July,North Carolina,76.4,2.55,72,2.3
2015,July,North Dakota,67.3,5.51,62,3.1
2015,July,Ohio,80.7,5.37,76,14.9
2015,July,Oklahoma,80.5,2.52,47,14.1
2015,July,Oregon,82.0,5.5,45,11.4
2015,July,Pennsylvania,80.0,3.65,41,7.0
2015,July,Rhode Island,75.6,3.99,63,2.9
2015,July,South Carolina,75.5,4.59,71,11.7
2015,July,South Dakota,84.6,4.62,45,11.1
2015,July,Tennessee,84.8,2.85,74,11.2
2015,July,Texas,91.1,4.41,54,10.0
2015,July,Utah,75.3,3.37,58,9.3
2015,July,Vermont,62.1,3.52,50,8.1
2015,July,Virginia,79.1,3.92,80,7.9
2015,July,Washington,81.3,5.39,52,8.6
2015,July,West Virginia,78.4,4.43,57,10.9
2015,July,Wisconsin,83.4,3.54,74,15.0
2015,July,Wyoming,66.4,4.81,79,10.5
2015,August,Alabama,92.5,4.75,49,3.0
2015,August,Alaska,65.8,2.73,56,4.7
2015,August,Arizona,73.3,4.19,55,6.5
2015,August,Arkansas,82.7,2.57,74,12.5
2015,August,California,73.5,4.63,56,14.7
2015,August,Colorado,73.3,4.12,46,4.1
2015,August,Connecticut,73.9,2.24,55,2.5
2015,August,Delaware,76.3,4.4,44,4.0
2015,August,Florida,86.3,5.24,71,9.6
2015,August,Georgia,91.2,3.7,75,11.9
2015,August,Hawaii,76.5,5.07,59,8.2
2015,August,Idaho,74.3,2.28,58,6.1
2015,August,Illinois,76.4,2.26,68,9.7
2015,August,Indiana,73.8,5.08,46,2.6
2015,August,Iowa,75.7,4.82,68,3.6
2015,August,Kansas,80.7,2.2,44,13.3
2015,August,Kentucky,77.3,3.5,57,5.6
2015,August,Louisiana,89.6,2.06,46,5.8
2015,August,Maine,58.5,4.36,71,8.8
2015,August,Maryland,79.8,4.76,64,4.9
2015,August,Massachusetts,82.6,4.44,57,10.8
2015,August,Michigan,78.1,4.59,68,4.6
2015,August,Minnesota,65.7,4.65,62,8.9
2015,August,Mississippi,76.6,2.94,44,2.3
2015,August,Missouri,82.6,2.28,41,7.3
2015,August,Montana,59.4,3.74,56,2.6
2015,August,Nebraska,75.5,5.6,74,7.1
2015,August,Nevada,81.8,3.43,51,3.2
2015,August,New Hampshire,67.8,2.75,50,13.0
2015,August,New Jersey,82.7,2.86,54,3.6
2015,August,New Mexico,74.2,4.46,58,11.2
2015,August,New York,82.4,5.5,78,3.6
2015,August,North Carolina,75.6,5.73,76,6.9
2015,August,North Dakota,59.9,3.89,53,8.1
2015,August,Ohio,73.8,3.48,51,6.8
2015,August,Oklahoma,74.8,3.9,78,6.9
2015,August,Oregon,82.6,3.72,51,9.0
2015,August,Pennsylvania,76.8,2.45,43,7.0
2015,August,Rhode Island,79.2,3.26,73,10.4
2015,August,South Carolina,77.8,3.66,77,8.3
2015,August,South Dakota,82.1,3.52,50,7.4
2015,August,Tennessee,81.3,4.4,65,8.5
2015,August,Texas,86.0,2.12,52,3.1
2015,August,Utah,77.6,3.57,78,11.5
2015,August,Vermont,65.5,2.96,65,6.5
2015,August,Virginia,82.8,5.15,50,9.4
2015,August,Washington,73.6,2.12,46,13.2
2015,August,West Virginia,82.6,4.04,54,5.4
2015,August,Wisconsin,74.7,5.78,47,9.7
2015,August,Wyoming,64.3,2.47,44,14.5
2015,September,Alabama,75.1,2.72,46,6.7
2015,September,Alaska,56.9,1.93,73,10.7
2015,September,Arizona,66.9,2.81,77,6.9
2015,September,Arkansas,68.7,2.77,61,12.8
2015,September,California,67.4,1.58,55,13.2
2015,September,Colorado,72.0,1.29,45,5.5
2015,September,Connecticut,73.5,2.39,71,11.5
2015,September,Delaware,65.2,0.78,44,2.0
2015,September,Florida,84.2,1.07,70,12.2
2015,September,Georgia,82.4,1.0,58,7.7
2015,September,Hawaii,70.2,2.11,77,12.0
2015,September,Idaho,67.6,2.07,73,9.3
2015,September,Illinois,69.1,2.14,55,2.2
2015,September,Indiana,65.4,1.81,64,12.2
2015,September,Iowa,68.2,1.74,62,9.5
2015,September,Kansas,66.2,1.36,62,9.3
2015,September,Kentucky,70.3,0.85,48,4.3
2015,September,Louisiana,77.3,2.62,52,12.2
2015,September,Maine,53.3,1.92,48,11.1
2015,September,Maryland,68.9,1.77,70,13.3
2015,September,Massachusetts,68.9,2.2,66,11.4
2015,September,Michigan,69.5,1.11,62,12.5
2015,September,Minnesota,54.1,0.52,48,7.3
2015,September,Mississippi,66.2,1.22,67,5.6
2015,September,Missouri,65.4,1.65,41,2.9
2015,September,Montana,55.7,2.8,47,3.9
2015,September,Nebraska,65.4,1.15,43,3.3
2015,September,Nevada,65.2,0.6,78,12.2
2015,September,New Hampshire,53.5,0.91,51,13.4
2015,September,New Jersey,73.7,2.79,46,8.2
2015,September,New Mexico,68.8,1.28,64,7.3
2015,September,New York,65.3,2.61,68,7.6
2015,September,North Carolina,66.3,1.4,55,13.4
2015,September,North Dakota,57.2,1.42,80,4.3
2015,September,Ohio,66.4,1.3,70,14.4
2015,September,Oklahoma,70.4,1.92,73,8.5
2015,September,Oregon,68.5,2.45,74,11.4
2015,September,Pennsylvania,73.8,2.2,63,2.1
2015,September,Rhode Island,70.7,0.87,63,9.4
2015,September,South Carolina,65.2,1.7,55,12.2
2015,September,South Dakota,68.5,1.61,58,5.7
2015,September,Tennessee,68.8,2.04,62,13.2
2015,September,Texas,82.2,0.85,54,6.4
2015,September,Utah,67.7,1.75,65,3.0
2015,September,Vermont,53.8,0.79,79,6.2
2015,September,Virginia,73.8,2.51,47,12.8
2015,September,Washington,69.7,1.54,70,13.9
2015,September,West Virginia,66.8,1.41,56,13.9
2015,September,Wisconsin,73.0,0.99,41,13.2
2015,September,Wyoming,58.3,1.26,69,3.8
2015,October,Alabama,67.1,2.36,79,5.3
2015,October,Alaska,42.7,1.0,63,7.7
2015,October,Arizona,62.4,0.6,63,14.5
2015,October,Arkansas,57.5,0.87,40,7.9
2015,October,California,54.4,0.55,74,3.5
2015,October,Colorado,60.2,1.25,59,8.7
2015,October,Connecticut,60.4,2.94,48,10.6
2015,October,Delaware,59.3,0.59,57,9.2
2015,October,Florida,67.4,1.25,48,4.7
2015,October,Georgia,67.2,2.85,57,13.7
2015,October,Hawaii,55.1,2.31,60,2.7
2015,October,Idaho,53.2,1.99,76,3.5
2015,October,Illinois,57.6,0.63,47,13.2
2015,October,Indiana,53.8,2.09,54,10.5
2015,October,Iowa,55.6,2.38,56,5.9
2015,October,Kansas,54.0,1.84,48,11.9
2015,October,Kentucky,54.6,0.72,69,14.7
2015,October,Louisiana,68.9,2.28,66,11.2
2015,October,Maine,45.2,2.63,61,9.7
2015,October,Maryland,58.0,0.61,57,3.4
2015,October,Massachusetts,57.1,2.36,48,13.3
2015,October,Michigan,53.4,1.61,59,9.1
2015,October,Minnesota,46.0,1.13,46,10.0
2015,October,Mississippi,59.5,2.21,73,15.0
2015,October,Missouri,62.3,2.37,51,9.6
2015,October,Montana,38.5,2.26,57,2.8
2015,October,Nebraska,60.6,0.89,51,4.0
2015,October,Nevada,60.1,1.55,41,3.4
2015,October,New Hampshire,46.4,2.65,56,15.0
2015,October,New Jersey,62.3,2.18,70,10.5
2015,October,New Mexico,55.7,2.53,57,12.2
2015,October,New York,59.8,1.31,62,13.7
2015,October,North Carolina,53.1,1.39,73,3.3
2015,October,North Dakota,38.1,2.55,58,3.7
2015,October,Ohio,61.4,1.96,74,2.1
2015,October,Oklahoma,57.9,0.84,55,5.5
2015,October,Oregon,53.3,2.08,69,12.6
2015,October,Pennsylvania,61.8,1.25,77,2.8
2015,October,Rhode Island,58.9,1.66,60,3.0
2015,October,South Carolina,55.2,2.49,45,12.0
2015,October,South Dakota,60.6,0.8,80,5.5
2015,October,Tennessee,59.0,0.81,70,8.5
2015,October,Texas,64.0,1.97,57,3.3
2015,October,Utah,53.8,0.67,56,14.0
2015,October,Vermont,44.9,1.67,74,8.0
2015,October,Virginia,56.4,1.25,60,3.4
2015,October,Washington,59.0,0.75,55,2.8
2015,October,West Virginia,59.8,1.15,57,6.7
2015,October,Wisconsin,59.0,2.09,62,7.0
2015,October,Wyoming,47.0,0.8,59,8.4
2015,November,Alabama,58.0,0.97,65,6.3
2015,November,Alaska,33.2,2.0,40,13.1
2015,November,Arizona,49.5,1.72,66,8.7
2015,November,Arkansas,45.2,1.89,46,8.2
2015,November,California,40.5,0.97,40,9.8
2015,November,Colorado,41.0,1.78,62,9.9
2015,November,Connecticut,42.1,1.21,74,3.0
2015,November,Delaware,40.0,1.45,62,3.5
2015,November,Florida,54.2,2.57,63,4.0
2015,November,Georgia,55.1,1.64,79,8.4
2015,November,Hawaii,40.8,2.05,53,9.3
2015,November,Idaho,42.8,2.23,48,7.0
2015,November,Illinois,44.8,2.58,80,13.7
2015,November,Indiana,46.0,0.92,70,8.6
2015,November,Iowa,42.7,2.08,77,3.0
2015,November,Kansas,40.4,0.98,70,5.4
2015,November,Kentucky,44.9,0.51,42,13.2
2015,November,Louisiana,59.4,2.92,44,7.8
2015,November,Maine,27.8,2.94,49,6.3
2015,November,Maryland,44.1,0.77,69,5.0
2015,November,Massachusetts,41.7,0.8,40,12.3
2015,November,Michigan,49.4,2.86,54,2.9
2015,November,Minnesota,32.4,0.8,65,3.4
2015,November,Mississippi,40.9,0.91,56,8.1
2015,November,Missouri,40.1,2.16,66,7.4
2015,November,Montana,25.1,1.65,58,9.2
2015,November,Nebraska,40.2,1.6,44,4.7
2015,November,Nevada,44.0,1.84,61,9.0
2015,November,New Hampshire,26.4,0.75,43,12.8
2015,November,New Jersey,44.6,1.09,80,6.8
2015,November,New Mexico,43.2,2.33,48,10.2
2015,November,New York,48.4,0.84,50,7.0
2015,November,North Carolina,45.3,1.4,65,10.4
2015,November,North Dakota,25.7,2.53,54,14.6
2015,November,Ohio,49.9,2.33,58,7.8
2015,November,Oklahoma,42.6,2.74,72,11.6
2015,November,Oregon,43.8,2.08,77,3.3
2015,November,Pennsylvania,40.5,1.81,78,11.4
2015,November,Rhode Island,41.0,1.01,65,4.7
2015,November,South Carolina,47.1,2.63,72,5.1
2015,November,South Dakota,40.5,1.28,47,12.3
2015,November,Tennessee,47.6,2.5,74,14.1
2015,November,Texas,52.6,1.26,78,10.9
2015,November,Utah,43.5,1.88,69,9.6
2015,November,Vermont,33.6,2.52,49,12.3
2015,November,Virginia,40.0,0.95,49,13.2
2015,November,Washington,45.9,1.77,67,7.5
2015,November,West Virginia,45.2,2.35,76,6.3
2015,November,Wisconsin,42.1,1.88,70,13.0
2015,November,Wyoming,31.2,2.89,59,14.5
2015,December,Alabama,43.0,0.78,53,13.2
2015,December,Alaska,19.5,1.59,70,3.3
2015,December,Arizona,37.3,1.99,72,8.5
2015,December,Arkansas,31.9,2.3,68,8.8
2015,December,California,38.2,1.59,67,14.2
2015,December,Colorado,31.8,2.65,79,2.4
2015,December,Connecticut,32.8,2.73,59,4.8
2015,December,Delaware,39.0,2.67,63,2.9
2015,December,Florida,40.5,2.28,67,11.3
2015,December,Georgia,49.4,2.05,63,13.3
2015,December,Hawaii,31.0,2.21,67,7.5
2015,December,Idaho,34.8,1.71,79,11.9
2015,December,Illinois,32.8,1.88,77,9.4
2015,December,Indiana,37.7,2.15,47,13.5
2015,December,Iowa,33.9,0.55,42,6.2
2015,December,Kansas,31.5,2.86,57,2.1
2015,December,Kentucky,30.1,1.78,60,8.4
2015,December,Louisiana,48.3,2.78,67,6.5
2015,December,Maine,19.3,2.44,42,5.5
2015,December,Maryland,35.0,2.51,66,3.0
2015,December,Massachusetts,32.3,2.61,79,6.1
